reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
f015deef-a2f8-40fc-af07-7c998127911f,Riza MNR,dana t0 gak bs di ambil,1,0,3.19.2,2026-03-02 14:41:43,"Halo Kak Riza MNR, terkait dana hasil penjualan baru bisa ditarik setelah transaksi tersebut jatuh tempo (settlement), dan untuk dana T+0 dapat ditarik maksimal pukul 18.00 WIB. Jika Kakak punya pertanyaan lebih lanjut, jangan ragu untuk menghubungi tim CS kami melalui menu Chat Support di aplikasi atau email ke support@stockbit.com.
Terima kasih",2026-03-02 15:53:47
bf126543-0100-4e12-aa04-e7ae93be5eb3,Fraditya Balfis,setelah diupdate makin ribet harus verifikasi email dam nomor hp dulu lalo mau login. saran saya kembalikan sistem yang dulu biar bisa langsung login.,1,0,,2026-03-02 10:49:26,"Halo kak, Fitur verifikasi dua langkah berfungsi untuk meningkatkan keamanan akun nasabah dan merupakan prioritas utama kami. Ada juga fitur trusted device untuk lebih mempermudahnya. Apabila Anda mengalami kendala lainnya, silakan segera menghubungi tim Customer Support kami melalui menu Chat Support di aplikasi Stockbit.

Terima kasih",2026-03-03 14:13:15
9d2120b6-cefc-4b9b-8378-520f6e649a15,Rifqi Saputra,Bagus,4,0,3.19.2,2026-02-28 19:34:37,"Halo kak Rifqi Saputra,

Kami senang sekali kakak menyukai aplikasi kami :) Ulasan dari Kakak membuat kami semakin semangat untuk terus menghadirkan pengalaman terbaik di aplikasi Stockbit. Jika butuh bantuan, jangan ragu untuk menghubungi tim CS kami melalui menu Chat Support di aplikasi Stockbit ya.

Semoga hari Kakak menyenangkan!

",2026-03-02 11:07:14
6507040a-0e80-44af-8877-5c7e1957292c,Muhammad Fathan,penyelesaian masalah akun yang sudah di laporkan tidak kunjung selesai dan terus muncul dan sudah berbulan2 tidak selesai.,1,0,,2026-02-27 20:43:09,"Halo Kak Muhammad Fathan,
Terima kasih sudah menghubungi kami. Kami sangat memahami kendala yang Kakak alami dan saat ini tim kami sedang melakukan pengecekan lebih lanjut untuk membantu menyelesaikannya.
Jika ada informasi terbaru, akan kami sampaikan melalui menu Chat Support di aplikasi Stockbit ya, Kak.
Terima kasih atas kesabarannya 😊
",2026-03-03 15:31:05
cc3129f9-c8e4-4b62-8bfa-6ed19938e69a,Jocko Joe Santoso,Work like chatnya ☆☆☆☆☆,5,0,,2026-02-25 14:45:06,"Hello Jocko Joe Santoso,

Thank you for your review, we really appreciate it! Feel free to share Stockbit with your friends. If you need any assistance or have questions, you can reach out to our support team via the Chat Support menu in the app or email us at support@stockbit.com

Thank you and have a great day!",2026-02-25 15:11:06
4d3c644d-e3b0-407e-9cda-dc4acda4fdd1,Arkhois,stockbit update nya gg terus jadi makin sayang,5,0,,2026-02-25 13:10:28,"Halo kak Arkhois,

Terima kasih banyak atas review yang Kakak berikan :) Ulasan dari Kakak membuat kami semakin semangat untuk terus menghadirkan pengalaman terbaik di aplikasi Stockbit. Jika butuh bantuan, jangan ragu untuk menghubungi tim CS kami melalui menu Chat Support di aplikasi Stockbit ya.

Semoga hari Kakak menyenangkan!",2026-02-25 15:08:02
1c8f0a08-a4a3-4085-834d-b187a82372c8,Love Youtube,easy to understand the float,5,0,3.19.2,2026-02-25 09:52:17,"Hello Love Youtube,

We are glad that you like this app. Thank you for the great review :) If you have any criticism or suggestions, you can send us an email to support@stockbit.com. Or you can also contact our CS team via the Side menu page, in the help menu of the Application

Thank you, and have a nice day!",2026-02-25 09:55:02
0476f61e-789e-45c9-bfbc-4b9e52eb454a,Matthew Wi,"update: masalah sudah clear, thanks tim stockbit // // saat login lalu minta verifikasi device utama katanya tinggal klik lanjut pada device utama. lah ini saya login pakai device utama, notifikasi lanjutnya juga ga nyala orang gabisa login...",4,0,3.19.2,2026-02-25 09:39:39,"Halo Kak Matthew Wi,

Mohon maaf atas ketidaknyamanannya. Jika tidak menerima notifikasi Trusted Device, Kakak dapat memilih “Coba Cara Lain” untuk proses login. Apabila masih mengalami kendala, silakan hubungi Chat Support melalui menu aplikasi Stockbit atau email ke support@stockbit.com. Tim kami siap membantu kendala Kakak.

Terima kasih",2026-02-23 11:22:59
0c5a7dac-5b94-411b-bc78-caa727a530a0,Gracia Selina,cs is not helping and the answer needs to be decipher first before I can get the help I need. Trusted device choose to not trust my device that is the same as the main device and I can't fix it. dang,1,0,,2026-02-25 01:07:27,"Hi Gracia Selina,

We sincerely apologize for the inconvenience you’ve experienced, especially regarding the trusted device issue and the support provided. Your feedback is important for us to improve our service. If you do not receive the Trusted Device notification, you may select “Try Another Way” to continue the login process.

Thank you",2026-02-25 08:55:11
a5f624d8-7b0e-47c2-adf9-d88aa0b9659d,William Adisurya,"Pelayanan stockbit mantap, aku cuman penasaran terkait trading limit, dan merasa belum terjawab di artikel nya, langaung pake fitur live chat di webside nya, awalnya di response sama bot, masih masuk akal karena penggunanya banyak, 6 menit kemudian langsung di support sama CS, tanpa perlu login cuman masukan alamat email saja, sangat saya mengapresiasi fast respond dari tim Stockbit. krn selama di minggu ini saya cb minta bantuan ke CS Pajak mslh Cortex, dibalesnya Lama banget dan ga informatif",5,0,3.19.2,2026-02-24 14:11:27,"Halo kak William Adisurya,

Senangnya baca review positif dari Kakak :) Kami akan terus berupaya untuk memberikan pengalaman yang baik untuk Kakak. Jika ada saran silakan dapat kirimkan ke kami melalui email ke support@stockbit.com atau kakak bisa klik menu Chat Support di aplikasi Stockbit.

Terima kasih dan semoga hari kakak menyenangkan!",2026-02-24 16:15:49
acef4bc3-d3e6-4be6-a578-d32c3a2df9ed,Ryan A.,"Tolong di keystats ditambahkan management effectiveness, tks",5,0,2.29.3,2026-02-24 07:15:09,"Halo kak Ryan A,

Terima kasih atas saran dan masukan yang kakak berikan. Kami sangat menghargainya.

Kami akan meneruskan perihal ini ke tim terkait. Jika kakak memerlukan bantuan, kakak bisa menghubungi tim CS kami melalui halaman Side Menu pada menu Chat Support di aplikasi Stockbit.

Terima kasih.",2026-02-24 09:06:53
5fcc4ec7-8052-4bfe-8002-690c7b444541,Arif Wibisono,Respon cepat dan akurat dr CS Baston_stockbit. Mantapp,5,0,3.19.2,2026-02-23 22:04:46,"Halo kak Arif Wibisono,

Terima kasih untuk review yang diberikan. Kami akan terus berupaya untuk memberikan pengalaman yang baik untuk kakak. Jika memerlukan bantuan segera hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit.

Terima kasih dan semoga hari kakak menyenangkan!",2026-02-24 08:59:05
863138a3-b894-4ea8-9fad-9621183783f2,Sadewa Lie,"agak2 seram kalo nga ada kantornya, mau komunikasi sama bot or jawabnya bisa ginap 1 malam 2 malam, nga banget, gimana kalo bermasalah, bisu doang",2,0,3.19.2,2026-02-23 20:01:43,"Halo Kak Sadewa Lie,

Mohon maaf atas ketidaknyamanan yang Kakak alami. Untuk informasi, kantor Stockbit beralamat di 33rd Floor RDTX Square, Jl. Prof. Dr. Satrio No. 164, Jakarta Selatan 12930, Telp: (021) 50959330. Kami terus meningkatkan kualitas layanan agar kendala Kakak dapat ditangani dengan lebih baik.

Terima kasih",2026-02-24 08:55:40
61d56362-1a90-4b59-8cb3-81a1a34cbc3b,Dedi Awan,Tolong di bagian analisis tiap emiten ditambahkan PE Band Annualized (bukan PE Band TTM),4,0,,2026-02-23 07:07:36,"Halo kak Dedi Awan,

Kami sudah meneruskan feedback dan saran kakak ke tim produk kami. Terimakasih sudah meluangkan waktu untuk memberikan review. jika memerlukan bantuan silahkan hubungi tim CS Stockbit melalui aplikasi di menu Chat Support.

Terima kasih.",2026-02-23 09:35:55
b15558e0-1b0e-40cc-ac1e-fd7c9c7fd21f,4w9,the best.... berkas pendukung pelaporan pajaknya paling jelas Dan paling update. tinggal jiplak sesuai data. sudah di klasifikasikan sesuai dengan form pengisian pelaporan pajak di coretax,5,2,3.19.2,2026-02-22 08:47:46,"Halo 4w9,

Terima kasih atas rating bagusnya Kak. Kami akan terus berupaya memberikan pengalaman yang baik untuk Kakak. Jika ada kritik atau saran Kakak bisa kirimkan ke kami melalui email support@stockbit.com atau bisa sampaikan melalui menu Bantuan yang ada di aplikasi ya Kak.

Terima kasih",2026-02-23 09:23:01
f5d12e82-3b48-4413-913c-6c0299ad0759,Shah Kumaraguna,"Sangat lengkap semua fitur2nya, thanks a lot pak Wellson yg sudah bersedia mendengarkan inputan dan bersedia menemui kami langsung para trader",5,0,3.19.1,2026-02-21 19:32:01,"Halo kak Shah Kumaraguna,

Kami senang sekali kakak menyukai aplikasi kami :) Ulasan dari Kakak membuat kami semakin semangat untuk terus menghadirkan pengalaman terbaik di aplikasi Stockbit. Jika butuh bantuan, jangan ragu untuk menghubungi tim CS kami melalui menu Chat Support di aplikasi Stockbit ya.

Semoga hari Kakak menyenangkan!",2026-02-23 09:13:00
701187ab-0708-4579-a273-a0b11ac660ef,Zunino Sultan Anggara,"Appsnya bagus, UI/UXnya oke, CSnya bermasalah. Bukan tipikal yang ngasih rating jelek, tapi untuk ini dirasa pantas. Sudah 1 bulan sejak pertama kali diajukan, 2 minggu lebih sejak dokumen revisi dikirim, 1 minggu lebih sejak validasi via telp dan lebih dari 10 follow up via email, WA dan in apps dikirim, tapi untuk penutupan rekeningnya masih tidak terealisasi Update : ☆1 -> ☆3 karena sudah berhasil tutup, tapi tetap saja butuh > 1 bulan dan banyak pesan template minim info ketika di follow up",3,2,3.19.1,2026-02-19 19:29:35,"Halo kak Zunino Sultan Anggara,

Mohon maaf atas ketidaknyamanan yang terjadi sebelumnya. Setelah kami cek, proses penutupan rekening kakak saat ini sudah selesai. Kami akan terus berupaya memberikan pengalaman terbaik untuk kakak. Jika membutuhkan bantuan lebih lanjut, silakan hubungi tim CS melalui email support@stockbit.com.

Terima kasih!",2026-02-20 08:48:23
01a20057-f324-4c0a-a721-69f633ab2e9b,Haruno sky,so far very good,4,0,3.19.0,2026-02-19 17:57:55,"Hello Haruno Sky,

We are glad that you like this app. Thank you for the great review :)
We will keep working to provide a good user experience. If you need help, you can contact our Support team via email support@stockbit.com or you can contact us at Stockbit app by click ""Chat Support"" menu.

Thank you and have a nice day",2026-02-20 08:34:36
edb59928-a53d-4f61-83f0-e86950f88406,Anas Setiaji,Semoga investasi indonesia terus maju dan ramah untuk ritel. Jaga kualitas server ya min..,5,0,3.19.1,2026-02-19 17:18:07,"Halo kak Anas Setiaji,

Senang sekali baca review positif dari Kakak. Jangan lupa rekomendasikan ke teman-teman kakak yang lain ya :) Jika ada saran, silakan dapat kirimkan ke kami melalui email ke support@stockbit.com atau kakak bisa klik menu Chat Support di aplikasi Stockbit.

Semoga harinya menyenangkan!",2026-02-20 08:33:37
4c160c92-1cad-43d1-b3bd-b5ef3d446e87,K Handy.,"stabil, data lengkap, simple, ringan...",5,0,,2026-02-19 13:29:24,"Halo kak K Handy,

Kami senang kakak menyukai aplikasi kami. Terima kasih atas ulasan bagus nya :) Jika kakak ada kritik atau saran, kakak bisa kirimkan kami melalui email support@stockbit.com. Kakak juga bisa hubungi tim CS kami melalui menu Chat Support pada side menu dari aplikasi Stockbit.

Terima kasih dan semoga hari kakak menyenangkan!",2026-02-19 15:42:39
f1b62144-af55-4cf8-9f7e-3377f43ec2e5,Halver Corvelle,buka chart ny lemot banget.,1,0,3.19.1,2026-02-19 12:22:18,"Halo kak Halver Corvelle,

Terkait kendala yang kakak alami, kami sangat berterima kasih jika berkenan untuk menginformasikan detail kendala ke tim CS kami melalui menu Chat Support pada bagian side menu di aplikasi Stockbit. Kami akan melakukan pengecekan lebih lanjut untuk membantu menyelesaikannya.

Terima kasih",2026-02-19 15:37:21
1862d7ca-0682-4a3a-b251-917de8a17ae4,galih gaharditama,mantaapp sih ini...,5,0,3.19.2,2026-02-18 20:29:40,"Halo kak Galih Gaharditama,

Terima kasih atas dukungan kakak, kami akan terus berupaya memberikan pelayanan yang terbaik untuk kakak. Jika memerlukan bantuan silakan hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit atau kakak bisa kirimkan kami email ke support@stockbit.com.

Terima kasih",2026-02-19 08:47:01
0207e382-b504-4831-a2cd-de32982a24af,syaiful ramadhani,tidak bisa withdraw order di halaman fast order.,1,0,3.19.1,2026-02-18 15:22:53,"Halo kak Syaiful Ramadhani,

Terkait kendala yang kakak alami, kami sangat berterima kasih jika berkenan untuk menginformasikan detail kendala ke tim CS kami melalui menu Chat Support pada bagian side menu di aplikasi Stockbit atau email support@stockbit.com.
Tim kami akan segera memberikan bantuan.

Terima kasih dan kami tunggu feedbacknya.",2026-02-18 16:18:22
8fd6c813-51c1-468f-bcf4-7779872b859c,Anonymous,Applikasi Stockbit yg terbaik saat ini dalam trading.,5,0,3.19.1,2026-02-18 09:27:47,"Halo kak,

Kami senang kakak menyukai aplikasi kami. Terima kasih atas ulasan bagus nya :) Kami akan terus berupaya untuk memberikan pengalaman yang baik untuk kakak. Jika memerlukan bantuan segera hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit.

Terima kasih dan semoga hari kakak menyenangkan!",2026-02-18 12:12:04
a547706e-0286-491d-822b-2b2f3c8886e3,Wahyu Gunawan,respon cs nya cepat dan sangat membantu 👌,5,0,3.19.1,2026-02-16 13:39:37,"Halo kak Wahyu Gunawan,

Senang sekali baca review positif dari Kakak. Kami akan terus berupaya untuk memberikan pengalaman yang baik untuk Kakak. Jika ada saran silakan dapat kirimkan ke kami melalui email ke support@stockbit.com atau kakak bisa klik menu Chat Support di aplikasi Stockbit.

Terima kasih dan semoga hari kakak menyenangkan!",2026-02-18 10:46:22
3f219c1a-ae80-4326-997f-4233d676e35b,Poespa Handajani,bagus tuk investasi,5,0,3.19.1,2026-02-16 12:30:56,"Halo kak Poespa Handajani,

Terima kasih untuk review yang diberikan. Kami akan terus berupaya untuk memberikan pengalaman yang baik untuk kakak. Jika memerlukan bantuan segera hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit.

Terima kasih dan semoga hari kakak menyenangkan!",2026-02-18 10:34:18
8bbb01e2-73ad-4429-bcac-71cc72a3f383,Odin,min. kode warna broker lokal kok ada yg merah? bukannya merah itu kode broker asing?,5,0,3.19.1,2026-02-15 17:39:29,"Halo Kak Odin,

Untuk informasi, pada tampilan Broker Code, warna digunakan sebagai penanda kategori broker, yaitu ungu untuk broker lokal, hijau untuk BUMN, dan merah untuk broker asing. Jika memerlukan bantuan lebih lanjut silahkan hubungi tim CS Stockbit melalui aplikasi di menu Chat Support.

Terima kasih",2026-02-18 10:02:09
162c1686-c4cf-406f-9d4f-7c01e23dd9fe,Cahya Wibi,"Makin canggih, bisa buat sub multi account..",5,0,,2026-02-15 15:01:17,"Halo kak Cahya Wibi,

Terimakasih untuk reviewnya. Jangan lupa untuk rekomendasikan juga ke teman-teman kakak yang lainnya ya. Jika ada saran untuk kami silahkan kirimkan email support@stockbit.com. Kakak juga bisa hubungi tim CS kami melalui menu Chat Support pada side menu dari aplikasi Stockbit.

Semoga hari kakak menyenangkan!",2026-02-18 09:45:57
ca813f49-3df7-4f1a-9085-de0d3dce8c36,mulya andi,mantullll... cpt be aplikasi...,5,0,3.18.1,2026-02-15 11:06:13,"Halo kak Mulya Andi,

Terima kasih atas dukungan kakak, kami akan terus berupaya memberikan pelayanan yang terbaik untuk kakak. Jika memerlukan bantuan silakan hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit atau kakak bisa kirimkan kami email ke support@stockbit.com.

Terima kasih",2026-02-18 09:38:32
3047daaa-885b-46d9-a7b9-a51cd1a3d9b5,Christian Winata,best broker in indonesian,5,0,3.15.0,2026-02-14 17:27:34,"Hello Christian Winata,

We are glad that you like this app. Thank you for the great review :)
We will keep working to provide a good user experience. If you need help, you can contact our Support team via email support@stockbit.com or you can contact us at Stockbit app by click ""Chat Support"" menu.

Thank you and have a nice day",2026-02-18 09:02:11
2382e70c-4a39-4632-b3ab-d5ee994eac18,Malek Ikbal,"ada kendala terkait penggantian nomor hp, tahap""nya sudah dilalui untuk pemrosesan berkas. sudah lengkap nih, sampe h+ 1 minggu tindak lanjut nya hanya disuruh nunggu. pelayanan tindak lanjut kendala benar"" lambat dan tidak ada koordinasi dari tim terkait. laporan sudah lengkap di awal minggu pertama oleh saya, jawaban tiap harinya ditanya dari tahapan awal berulang ulang. LAMBAT dan MENGECEWAKAN",1,0,3.18.2,2026-02-14 08:00:51,"Halo kak Malek Ikbal,

Kami sangat concern dengan kendala yang kakak alami, saat ini kami bantu untuk lakukan pengecekan lebih lanjut terkait kendala yang kakak alami. Jika ada informasi lebih lanjut akan kami update melalui menu Chat Support yang ada di aplikasi Stockbit.

Terima kasih.",2026-02-18 08:37:42
a29e4f4d-b593-4d0f-940f-b4eaebf6c716,Gunawan Subroto,"2 hari berturut turut tgl 6 nov dan 7 nov 2025 error pas jam 9 pagi bursa.. pls fix it asap.. normal lg setelah 30 mnt. tim IT nya bagaimana ini? edit: all is good now, fitur terbarunya wokeh 👍",5,1,3.19.0,2026-02-13 17:03:09,"Halo kak Gunawan Subroto,

Terima kasih atas dukungan kakak, kami akan terus berupaya memberikan pelayanan yang terbaik untuk kakak. Jika memerlukan bantuan silakan hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit atau kakak bisa kirimkan kami email ke support@stockbit.com.

Terima kasih",2026-02-13 17:11:17
282fd55e-ea3c-4d12-823c-419f077b99e9,je- en-u,lemot,3,0,3.19.1,2026-02-13 14:00:31,"Halo kak,

Kami akan sangat berterima kasih jika kakak dapat meluangkan waktu untuk menginformasikan detail kendala/error/masalah yang kakak alami dengan cara menghubungi tim CS kami melalui menu Chat Support di aplikasi Stockbit ya kak.

Tim CS kami dengan senang hati akan membantu kendala yang kakak alami.

Terima kasih",2026-02-13 17:12:24
cf8ef845-dd9e-4063-9bba-256b72821afe,Yogi Raflisolehudin,tidak menjamin data pribadi aman,1,1,,2026-02-12 02:35:02,"Halo kak Yogi Raflisolehudin,

Kakak tidak perlu khawatir, transaksi di Stockbit aman karena Stockbit Sekuritas Digital sudah terdaftar di Bursa Efek Indonesia dan diawasi oleh OJK. Jika memerlukan bantuan segera hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit.

Terima kasih",2026-02-12 09:25:05
12b624fe-2fa4-46da-a5d3-c4668adaa826,klan urang,paten bintang lima,5,0,3.19.0,2026-02-12 02:00:36,"Halo kak Klan Urang,

Kami senang kakak menyukai aplikasi kami. Terima kasih atas ulasan bagus nya :) Kami akan terus berupaya untuk memberikan pengalaman yang baik untuk kakak. Jika memerlukan bantuan segera hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit.

Terima kasih dan semoga hari kakak menyenangkan!",2026-02-12 09:21:28
5f355847-fbb9-42b1-b50f-f2135a99d505,Trisindo Hunter,"Tambahi catatan untuk setiap emiten atau kalau tidak ada catatan khusus tersendiri seperti kalender penjadwalan kapan mau target jual atau mau target beli sebuah emiten 🙏 Sama itu kalau bisa yang akun belajar pakai virtual akun kalau bisa ditebus, misal beli emiten A naik 5% bisa ditebus dengan harga dan biaya biaya 😁",3,0,3.19.0,2026-02-11 22:37:50,"Halo Kak Trisindo Hunter,

Terima kasih atas saran yang Kakak sampaikan. Saat ini, Stockbit telah menyediakan fitur Notes. Kakak dapat memilih salah satu emiten, masuk ke menu Stream, lalu klik Notes untuk menuliskan ide trading terkait emiten tersebut. Fitur ini tersedia di platform web dan aplikasi mobile.

Terima kasih",2026-02-09 11:06:45
1d222755-c028-49f4-84c7-6ba85c62a145,Ferdy Vita,"bayangin ya, jual saham itu butuh 2 hari dana masuk ke RDN, lucunya lagi dari RDN ke rekening penerima butuh 2 hari lagi, jadi total dana masuk ke rekening 4 hari, baru tahu ada aturan gini, logikanya mau beda bank apa pun pakai sistem sekarang udah bisa transfer H+0",1,2,,2026-02-11 11:24:40,"Halo kak Ferdy Vita,

Kami informasikan, perihal dana hasil penjualan baru bisa ditarik setelah transaksi tersebut jatuh tempo.

Dan terkait withdraw, dananya akan masuk ke rekening pencairan maksimal 2 hari kerja setelah statusnya sukses jika rekening pencairan dan RDN kakak berbeda bank.

Terima kasih",2026-02-11 17:38:51
8fe69265-ac5b-4f5b-8031-b350f62c8305,Maulidin Ismail,"mudah, informatif, dan aman",5,0,3.18.2,2026-02-11 06:08:46,"Halo kak Maulidin Ismail,

Kami senang kakak menyukai aplikasi kami. Terima kasih atas ulasan bagus nya. Kami akan terus berupaya untuk memberikan pengalaman yang baik untuk kakak. Jika memerlukan bantuan segera hubungi tim CS kami melalui menu Chat Support pada halaman side menu di aplikasi Stockbit.

Semoga hari kakak menyenangkan!",2026-02-11 09:14:05
e3dc6428-279a-4c93-81f9-963b81362f27,Muh. Islam Alwi,"Versi desktopnya debest sih. untuk versi desktop, sy ada bbrp masukan. 1. tambahkan opsi edit bulk list saham dalam watchlist, krn skrng hapus watchlist msh harus 1-1. 2. berikan opsi edit layout/widget size by pixel/transform dngn angka dan ada fitur snap to edge antar widget, 3. Jadikan template screener sbg widget agar bisa langsung di kombinasikan dngn widget lain untuk analisis dngn template pribadi.",5,0,,2026-02-10 15:02:08,"Halo kak Muh. Islam Alwi,

Terima kasih atas bintang 5 nya :) saran dari kakak sangat berarti bagi kami dan akan kami teruskan ke tim terkait terlebih dahulu untuk direview lebih lanjut. Jika butuh bantuan, jangan ragu untuk menghubungi tim CS kami melalui menu Chat Support di aplikasi Stockbit.

Semoga hari kakak menyenangkan!",2026-02-10 17:42:50
4e553b65-3953-4def-920d-0d38ad9dcfc9,Muhammad Agung Darlianto (MAD),"Update: All is good now. Thank you. product knowledge dr customer service sangat kurang. saya menyampaikan masalah penghapusan dan penambahan akun bank, tidak ada menu seperti yang tertera di panduan, diminta juga utk mengambil screenshot padahal aplikasi tidak mengizinkan pengambilan screenshot. saya malah diminta mengambil screenshot menggunakan device lain. bagaimana jika saya sedang tidak menggunakan device lain. yang pertama menjawab bernama Baston. yang kedua, bernama Albert.",4,0,3.18.2,2026-02-09 18:09:17,"Halo kak Muhammad Agung Darlianto,

Mohon maaf atas ketidaknyamanannya. Kami sangat memahami kendala yang Kakak alami dan saat ini tim kami sedang melakukan pengecekan lebih lanjut untuk membantu menyelesaikannya. Jika ada informasi terbaru, akan kami sampaikan melalui menu Chat Support di aplikasi Stockbit ya, Kak.

Terima kasih",2026-02-09 09:39:05
